1187) Scaler: Standard, classifier: PA-I--3, mean: 0.7541488154131364, class wrong: [0.04203125, 0.13747252747252747, 1.0, 1.0]
1225) Scaler: None, classifier: SGD-p-l1--6, mean: 0.6411287485032143, class wrong: [0.12187500000000002, 0.5719204604918892, 0.9196347031963471, 0.8697979797979798]
1206) Scaler: None, classifier: SGD-h-l2--4, mean: 0.6410994960245898, class wrong: [0.113125, 0.6271454735740452, 0.8920650451961606, 0.8483838383838384]
616) Scaler: Robust, classifier: SGD-h-n--4, mean: 0.6410096898402898, class wrong: [0.17015625, 0.48442176870748294, 0.8253750815394649, 0.8711784511784513]
611) Scaler: Robust, classifier: SGD-h-e--4, mean: 0.6410046580630223, class wrong: [0.1665625, 0.4952276295133438, 0.8329792190848944, 0.8547138047138046]
787) Scaler: Robust, classifier: SGD-ei-n--2, mean: 0.6408168184437282, class wrong: [0.060468749999999995, 0.6910491889063317, 0.9863433044450657, 0.9890572390572391]
1245) Scaler: None, classifier: SGD-p-l1--2, mean: 0.640701143564428, class wrong: [0.18874999999999997, 0.4979434850863423, 0.7858400894604417, 0.7171043771043772]
295) Scaler: MaxAbs, classifier: BNB-1, mean: 0.6405266925718414, class wrong: [0.09890625, 0.5534275248560963, 1.0, 1.0]
1495) Scaler: None, classifier: BNB-1, mean: 0.6405266925718414, class wrong: [0.09890625, 0.5534275248560963, 1.0, 1.0]
297) Scaler: MaxAbs, classifier: BNB-0.5, mean: 0.6404301674753163, class wrong: [0.09890625, 0.5554683411826268, 1.0, 0.9945117845117846]
1499) Scaler: None, classifier: BNB-0.0001, mean: 0.6404301674753163, class wrong: [0.09906250000000001, 0.5559811616954473, 1.0, 0.9908417508417509]
296) Scaler: MaxAbs, classifier: BNB-0.75, mean: 0.6404301674753163, class wrong: [0.09890625, 0.5544479330193615, 1.0, 0.9981481481481481]
298) Scaler: MaxAbs, classifier: BNB-0.25, mean: 0.6404301674753163, class wrong: [0.09906250000000001, 0.5554683411826268, 1.0, 0.9926936026936026]
1498) Scaler: None, classifier: BNB-0.25, mean: 0.6404301674753163, class wrong: [0.09906250000000001, 0.5554683411826268, 1.0, 0.9926936026936026]
1497) Scaler: None, classifier: BNB-0.5, mean: 0.6404301674753163, class wrong: [0.09890625, 0.5554683411826268, 1.0, 0.9945117845117846]
1496) Scaler: None, classifier: BNB-0.75, mean: 0.6404301674753163, class wrong: [0.09890625, 0.5544479330193615, 1.0, 0.9981481481481481]
299) Scaler: MaxAbs, classifier: BNB-0.0001, mean: 0.6404301674753163, class wrong: [0.09906250000000001, 0.5559811616954473, 1.0, 0.9908417508417509]
1000) Scaler: Standard, classifier: SGD-p-n-0, mean: 0.6402331225086201, class wrong: [0.2459375, 0.2590031397174254, 0.7707343211257105, 0.9525925925925925]
986) Scaler: Standard, classifier: SGD-h-l2-0, mean: 0.6396612229304707, class wrong: [0.0, 0.8814678178963893, 1.0, 1.0]
1219) Scaler: None, classifier: SGD-sh-n--4, mean: 0.6395221711982695, class wrong: [0.11296875000000002, 0.6322632129774987, 0.8973348243406951, 0.8461952861952863]
617) Scaler: Robust, classifier: SGD-l-n--4, mean: 0.6390961224113443, class wrong: [0.17562499999999998, 0.4916221873364731, 0.8078044916596776, 0.8656565656565656]
802) Scaler: Robust, classifier: SGD-hu-n--1, mean: 0.6390928708574084, class wrong: [0.00125, 0.8803139717425432, 1.0, 1.0]
622) Scaler: Robust, classifier: SGD-l-l1--6, mean: 0.6385047762082523, class wrong: [0.17953125, 0.4542961800104658, 0.8574783337992731, 0.8309090909090908]
795) Scaler: Robust, classifier: SGD-ei-l2--1, mean: 0.6383108934973183, class wrong: [0.00234375, 0.8850261643118786, 0.9952054794520547, 0.9981481481481481]
1418) Scaler: None, classifier: SGD-hu-n-0, mean: 0.6381273108278811, class wrong: [0.10078125, 0.5793589743589742, 0.978855651849781, 0.988989898989899]
786) Scaler: Robust, classifier: SGD-hu-n--2, mean: 0.6380227126296727, class wrong: [0.0026562499999999998, 0.8855337519623235, 0.9945252073432111, 1.0]
637) Scaler: Robust, classifier: SGD-l-n--6, mean: 0.637928327857195, class wrong: [0.17515625, 0.4880350601779173, 0.8282452707110242, 0.8511447811447812]
615) Scaler: Robust, classifier: SGD-p-e--4, mean: 0.6378318006064264, class wrong: [0.1775, 0.48857927786499217, 0.8159863945578232, 0.8565993265993266]
100) Scaler: MaxAbs, classifier: SGD-p-n-0, mean: 0.6378280981923126, class wrong: [0.169375, 0.438843537414966, 0.8641878669275929, 1.0]
619) Scaler: Robust, classifier: SGD-sh-n--4, mean: 0.6378225880768266, class wrong: [0.1734375, 0.5039246467817897, 0.8097754170161215, 0.8655218855218854]
608) Scaler: Robust, classifier: SGD-mh-l2--4, mean: 0.6377385286862781, class wrong: [0.1821875, 0.4697226582940869, 0.818735439381232, 0.8640067340067341]
587) Scaler: MinMax, classifier: PA-I--3, mean: 0.6371516606250841, class wrong: [0.0, 0.8947697540554683, 1.0, 1.0]
1110) Scaler: Standard, classifier: SGD-hu-l2-0, mean: 0.6371476645960091, class wrong: [0.0078125, 0.8691470434327577, 1.0, 1.0]
1275) Scaler: None, classifier: SGD-p-e--1, mean: 0.637130154909371, class wrong: [0.12375000000000003, 0.6699921507064364, 0.8039698071009227, 0.8813131313131313]
618) Scaler: Robust, classifier: SGD-mh-n--4, mean: 0.6369684691405778, class wrong: [0.18109375, 0.49823652537938257, 0.7825086198863108, 0.8859259259259258]
628) Scaler: Robust, classifier: SGD-mh-l2--6, mean: 0.6369540397496799, class wrong: [0.18484375000000003, 0.46249607535321824, 0.8241217034759108, 0.8585185185185186]
607) Scaler: Robust, classifier: SGD-l-l2--4, mean: 0.6368679386748974, class wrong: [0.17578125, 0.49064364207221356, 0.8323734973441432, 0.8437037037037036]
633) Scaler: Robust, classifier: SGD-mh-e--6, mean: 0.6368635661912587, class wrong: [0.18421875, 0.463021978021978, 0.8350479917994595, 0.8367003367003367]
1461) Scaler: None, classifier: Perceptron-l1--2, mean: 0.6365516388256167, class wrong: [0.15796875, 0.5366248037676609, 0.8263721927127016, 0.909090909090909]
1271) Scaler: None, classifier: SGD-h-e--1, mean: 0.6365510106052862, class wrong: [0.15031250000000002, 0.5898717948717949, 0.8294054608144628, 0.7992255892255893]
670) Scaler: Robust, classifier: SGD-p-l2--1, mean: 0.6363917368790518, class wrong: [0.15734374999999998, 0.5298717948717948, 0.8057170813530894, 1.0]
659) Scaler: Robust, classifier: SGD-sh-n--2, mean: 0.6361558775616365, class wrong: [0.18515625, 0.5119440083725799, 0.7270384866275277, 0.9522895622895623]
390) Scaler: MinMax, classifier: SGD-p-l2-0, mean: 0.6361068350594983, class wrong: [0.1796875, 0.46233647305075876, 0.8002050135122541, 1.0]
1212) Scaler: None, classifier: SGD-l-e--4, mean: 0.6360008047094288, class wrong: [0.14375, 0.5841130298273154, 0.861336315348057, 0.8224579124579124]
1236) Scaler: None, classifier: SGD-h-n--6, mean: 0.6359204879597476, class wrong: [0.14234375000000005, 0.5617085295656725, 0.882900009318796, 0.8642424242424243]
1240) Scaler: None, classifier: SGD-p-n--6, mean: 0.6359204879597476, class wrong: [0.14234375000000005, 0.5617085295656725, 0.882900009318796, 0.8642424242424243]
55) Scaler: MaxAbs, classifier: SGD-p-e--2, mean: 0.6358606909991458, class wrong: [0.18640624999999997, 0.469068550497122, 0.8226679712981083, 0.8388552188552187]
853) Scaler: Robust, classifier: Perceptron-l1--4, mean: 0.6358016043249453, class wrong: [0.18109375000000003, 0.4875614861329147, 0.8289348616158791, 0.8214478114478115]
613) Scaler: Robust, classifier: SGD-mh-e--4, mean: 0.6356186987336019, class wrong: [0.17781249999999998, 0.5014076399790686, 0.8215031217966638, 0.8345454545454546]
1201) Scaler: None, classifier: SGD-h-l1--4, mean: 0.6355766136143846, class wrong: [0.15984375, 0.5754526425954997, 0.8278026279004754, 0.7611111111111113]
604) Scaler: Robust, classifier: SGD-sh-l1--4, mean: 0.635518730529102, class wrong: [0.18921875, 0.4773076923076923, 0.7852250489236791, 0.8857239057239058]
629) Scaler: Robust, classifier: SGD-sh-l2--6, mean: 0.6355151909251603, class wrong: [0.19062500000000002, 0.452294610151753, 0.8315767402851553, 0.8345791245791245]
612) Scaler: Robust, classifier: SGD-l-e--4, mean: 0.6354107546388296, class wrong: [0.1771875, 0.4947148090005233, 0.8254915664896096, 0.8583501683501684]
626) Scaler: Robust, classifier: SGD-h-l2--6, mean: 0.6353215827835752, class wrong: [0.18546875000000002, 0.47630559916274195, 0.8316093560711956, 0.8126599326599326]
690) Scaler: Robust, classifier: SGD-p-l2-0, mean: 0.6349515053047134, class wrong: [0.07218749999999999, 0.7107639979068551, 0.9462352064113316, 1.0]
684) Scaler: Robust, classifier: SGD-sh-l1-0, mean: 0.6349400599064516, class wrong: [0.121875, 0.639495028780743, 0.8744105861522691, 0.8651515151515152]
366) Scaler: MinMax, classifier: SGD-h-l2--1, mean: 0.6347401119994894, class wrong: [0.0, 0.9075457875457877, 1.0, 1.0]
624) Scaler: Robust, classifier: SGD-sh-l1--6, mean: 0.6345689235088038, class wrong: [0.18843749999999998, 0.47373626373626376, 0.8228077532382818, 0.8250841750841751]
799) Scaler: Robust, classifier: SGD-ei-e--1, mean: 0.6344542578078272, class wrong: [0.0, 0.9090450026164312, 1.0, 1.0]
1213) Scaler: None, classifier: SGD-mh-e--4, mean: 0.6343307416533828, class wrong: [0.13718750000000002, 0.5874908424908425, 0.8899729754915665, 0.8428619528619528]
1205) Scaler: None, classifier: SGD-p-l1--4, mean: 0.6340307198945778, class wrong: [0.15984375, 0.5851962323390895, 0.8278026279004754, 0.7555555555555556]
400) Scaler: MinMax, classifier: SGD-p-n-0, mean: 0.6339682954036504, class wrong: [0.18187499999999998, 0.42813448456305603, 0.8519709253564439, 0.9981818181818181]
1217) Scaler: None, classifier: SGD-l-n--4, mean: 0.6339530268455135, class wrong: [0.18046874999999998, 0.5295054945054944, 0.7718479172490914, 0.8665656565656565]
1285) Scaler: None, classifier: SGD-p-l1-0, mean: 0.6336625318806081, class wrong: [0.1721875, 0.4746807953950811, 0.8342558941384773, 0.9981818181818181]
882) Scaler: Robust, classifier: PA-II-0, mean: 0.6335993940361858, class wrong: [0.19374999999999998, 0.49106227106227107, 0.7722579442736, 0.8548148148148149]
1281) Scaler: None, classifier: SGD-h-l1-0, mean: 0.6335660998651789, class wrong: [0.1721875, 0.4751909994767137, 0.8342558941384773, 0.9981818181818181]
818) Scaler: Robust, classifier: SGD-hu-n-0, mean: 0.6335475465151673, class wrong: [0.12296874999999999, 0.5621585557299843, 0.9336501723977262, 0.9963299663299663]
1300) Scaler: None, classifier: SGD-p-n-0, mean: 0.6334779456149582, class wrong: [0.17140625, 0.4726425954997383, 0.8410772528189356, 1.0]
1296) Scaler: None, classifier: SGD-h-n-0, mean: 0.6332851748450626, class wrong: [0.17171874999999998, 0.4726425954997383, 0.8410772528189356, 1.0]
620) Scaler: Robust, classifier: SGD-p-n--4, mean: 0.6329976229140961, class wrong: [0.1821875, 0.5008346415489273, 0.8090578697232317, 0.8675757575757576]
630) Scaler: Robust, classifier: SGD-p-l2--6, mean: 0.6328169523503367, class wrong: [0.18578124999999998, 0.48038984824699116, 0.8248066349827601, 0.8602693602693604]
644) Scaler: Robust, classifier: SGD-sh-l1--2, mean: 0.6323996760232854, class wrong: [0.19578124999999996, 0.5124332810047095, 0.7086431833007174, 0.9467676767676767]
631) Scaler: Robust, classifier: SGD-h-e--6, mean: 0.6320426107056509, class wrong: [0.18921875000000002, 0.48144165358451074, 0.8221554375174728, 0.8385185185185184]
661) Scaler: Robust, classifier: SGD-h-l1--1, mean: 0.6320321065360706, class wrong: [0.00625, 0.9019309262166406, 1.0, 0.9981481481481481]
614) Scaler: Robust, classifier: SGD-sh-e--4, mean: 0.6317523840282704, class wrong: [0.17796875, 0.525374149659864, 0.8159630975677942, 0.8346464646464646]
1209) Scaler: None, classifier: SGD-sh-l2--4, mean: 0.6313330417812265, class wrong: [0.13171875, 0.6417294610151754, 0.8530798620818191, 0.8665319865319864]
638) Scaler: Robust, classifier: SGD-mh-n--6, mean: 0.6310725196923592, class wrong: [0.19468749999999999, 0.48045787545787555, 0.8139083030472463, 0.8179461279461279]
778) Scaler: Robust, classifier: SGD-hu-l2--2, mean: 0.6307882536329885, class wrong: [0.0040625, 0.9192517006802721, 0.9945252073432111, 1.0]
1249) Scaler: None, classifier: SGD-sh-l2--2, mean: 0.6306154009959923, class wrong: [0.15937500000000002, 0.5548063840920984, 0.8363060292610196, 0.9142760942760944]
1218) Scaler: None, classifier: SGD-mh-n--4, mean: 0.630377688675191, class wrong: [0.16734374999999999, 0.5250340136054422, 0.850610381138757, 0.8944107744107743]
1244) Scaler: None, classifier: SGD-sh-l1--2, mean: 0.6301824882898494, class wrong: [0.20234375, 0.4921193092621664, 0.7766377783990308, 0.8017508417508417]
1222) Scaler: None, classifier: SGD-l-l1--6, mean: 0.6301199444874169, class wrong: [0.14671875, 0.5612663526949242, 0.893062156369397, 0.8973737373737374]
634) Scaler: Robust, classifier: SGD-sh-e--6, mean: 0.6300276772400832, class wrong: [0.19531249999999997, 0.47624542124542124, 0.8146025533501072, 0.8437710437710437]
1458) Scaler: None, classifier: Perceptron-l2--6, mean: 0.6299081540699735, class wrong: [0.12046874999999999, 0.6832312925170068, 0.8620398844469295, 0.853973063973064]
1459) Scaler: None, classifier: Perceptron-e--6, mean: 0.6299081540699735, class wrong: [0.12046874999999999, 0.6832312925170068, 0.8620398844469295, 0.853973063973064]
627) Scaler: Robust, classifier: SGD-l-l2--6, mean: 0.6296346000646762, class wrong: [0.19734374999999998, 0.4757404500261643, 0.8159537787717828, 0.8251851851851851]
640) Scaler: Robust, classifier: SGD-p-n--6, mean: 0.6294350341845107, class wrong: [0.19859374999999999, 0.4758477237048666, 0.8098126922001677, 0.8309764309764309]
635) Scaler: Robust, classifier: SGD-p-e--6, mean: 0.6293382275105875, class wrong: [0.18906250000000002, 0.5049345892203035, 0.8179526605162615, 0.8182491582491582]
1207) Scaler: None, classifier: SGD-l-l2--4, mean: 0.6292294426301592, class wrong: [0.14234375, 0.5642281527995813, 0.8975444972509552, 0.9418181818181818]
708) Scaler: Robust, classifier: SGD-mh-l2-1, mean: 0.629038054429176, class wrong: [0.028281249999999997, 0.8449869178440608, 1.0, 1.0]
32) Scaler: MaxAbs, classifier: SGD-l-e--6, mean: 0.6289160761176028, class wrong: [0.2228125, 0.37714024071166924, 0.8165827975025627, 0.8908754208754208]
650) Scaler: Robust, classifier: SGD-p-l2--2, mean: 0.628868539963962, class wrong: [0.17921874999999998, 0.5325510204081632, 0.7906858633864504, 0.9170370370370371]
90) Scaler: MaxAbs, classifier: SGD-p-l2-0, mean: 0.6286667462394501, class wrong: [0.18656250000000002, 0.46448717948717955, 0.824601621470506, 0.9872727272727273]
397) Scaler: MinMax, classifier: SGD-l-n-0, mean: 0.6279950788071604, class wrong: [0.0046875, 0.92787284144427, 1.0, 1.0]
636) Scaler: Robust, classifier: SGD-h-n--6, mean: 0.6279933891525074, class wrong: [0.18953125, 0.4890162218733648, 0.8350386730034479, 0.8493602693602693]
1223) Scaler: None, classifier: SGD-mh-l1--6, mean: 0.6277111874016053, class wrong: [0.14875000000000002, 0.5638173731030874, 0.8978240611313018, 0.8973737373737374]
1238) Scaler: None, classifier: SGD-mh-n--6, mean: 0.6277111874016053, class wrong: [0.14875000000000002, 0.5638173731030874, 0.8978240611313018, 0.8973737373737374]
1237) Scaler: None, classifier: SGD-l-n--6, mean: 0.6277111874016053, class wrong: [0.14875000000000002, 0.5638173731030874, 0.8978240611313018, 0.8973737373737374]
1269) Scaler: None, classifier: SGD-sh-l2--1, mean: 0.6277013094733005, class wrong: [0.11984374999999999, 0.6634432234432235, 0.8874522411704409, 0.9070707070707071]
1161) Scaler: Standard, classifier: Perceptron-l1--2, mean: 0.6276805581124071, class wrong: [0.22828125000000005, 0.38091836734693885, 0.7875221321405274, 0.916094276094276]
892) Scaler: Robust, classifier: PA-II-1, mean: 0.6276174357001446, class wrong: [0.20249999999999999, 0.4961695447409733, 0.7681716522225328, 0.8584848484848484]
782) Scaler: Robust, classifier: SGD-hu-e--2, mean: 0.6276045976765424, class wrong: [0.0, 0.9453270538984825, 1.0, 1.0]
894) Scaler: Robust, classifier: PA-II-2, mean: 0.6270374470298372, class wrong: [0.20343750000000002, 0.49770800627943484, 0.7674913801136893, 0.8548148148148149]
858) Scaler: Robust, classifier: Perceptron-l2--6, mean: 0.6269353314906415, class wrong: [0.1996875, 0.49573521716378866, 0.8084521479824807, 0.7979124579124579]
859) Scaler: Robust, classifier: Perceptron-e--6, mean: 0.6269353314906415, class wrong: [0.1996875, 0.49573521716378866, 0.8084521479824807, 0.7979124579124579]
79) Scaler: MaxAbs, classifier: SGD-sh-n--1, mean: 0.6268352804439402, class wrong: [0.2575, 0.3576609105180534, 0.7462165688193085, 0.7836700336700335]
893) Scaler: Robust, classifier: PA-I-2, mean: 0.6267479644621441, class wrong: [0.20359375000000002, 0.49821821036106756, 0.7674913801136893, 0.8566666666666667]
891) Scaler: Robust, classifier: PA-I-1, mean: 0.6267479644621441, class wrong: [0.20359375000000002, 0.49821821036106756, 0.7674913801136893, 0.8566666666666667]
1111) Scaler: Standard, classifier: SGD-ei-l2-0, mean: 0.6267313090271277, class wrong: [0.0, 0.9499869178440606, 1.0, 1.0]
639) Scaler: Robust, classifier: SGD-sh-n--6, mean: 0.6265534183268816, class wrong: [0.20296875, 0.46708006279434844, 0.8111872146118723, 0.8621885521885522]
881) Scaler: Robust, classifier: PA-I-0, mean: 0.6264589471211035, class wrong: [0.20390625, 0.4987284144427003, 0.7674913801136893, 0.8566666666666667]
1224) Scaler: None, classifier: SGD-sh-l1--6, mean: 0.6263409134330751, class wrong: [0.1684375, 0.5730324437467293, 0.8257804491659677, 0.8511111111111112]
1239) Scaler: None, classifier: SGD-sh-n--6, mean: 0.6263409134330751, class wrong: [0.1684375, 0.5730324437467293, 0.8257804491659677, 0.8511111111111112]
609) Scaler: Robust, classifier: SGD-sh-l2--4, mean: 0.6262576094645907, class wrong: [0.19374999999999998, 0.5038958660387232, 0.8023343584008946, 0.8675420875420876]
1457) Scaler: None, classifier: Perceptron-l1--6, mean: 0.6261578250964901, class wrong: [0.12359374999999999, 0.6873809523809523, 0.8860171465846612, 0.8091919191919192]
855) Scaler: Robust, classifier: Perceptron-e--4, mean: 0.6257792675152073, class wrong: [0.19515625, 0.48598116169544747, 0.8254962258876153, 0.8622558922558922]
854) Scaler: Robust, classifier: Perceptron-l2--4, mean: 0.6257792675152073, class wrong: [0.19515625, 0.48598116169544747, 0.8254962258876153, 0.8622558922558922]
64) Scaler: MaxAbs, classifier: SGD-sh-l1--1, mean: 0.6256775363353595, class wrong: [0.26046874999999997, 0.3530743066457352, 0.7489656136427173, 0.7799326599326599]
625) Scaler: Robust, classifier: SGD-p-l1--6, mean: 0.6255849129235868, class wrong: [0.19296875, 0.49318681318681323, 0.826866088901314, 0.8618181818181817]
